,User_name,Review,Rating1,Rating,Title
560,Suyash A,"This bass edition product lacks nice codecs like AptX or Ldac and we only get SBC/AAC low quality codecs. Additionally, mic is unsatisfactory to use. A little distance between phone and neckband will let no audio to get captured. Sound quality and range is good and works great at some distances. Hope this helps. Try getting better neckband like boat 335 or like that cuz it also has 10mm driver unlike this neckband which has 9.2mm driver.",3.0 out of 5 stars,3,Not worth 2K till it has competition like Boat 335.
561,Kshitija Pathak,"Just recieved this product it's just just just worth. BuyingValue for moneyBass ohh noo it's vibrating my brain.....just awesome and smooth bass......loved it .....OnePlus is brandOnePlus Nord is my deviceAnd this buds just awesomeAfter using OnePlus u will never switch back to resmi , realme etc awesome just awesome ..........",5.0 out of 5 stars,5,Awesome just awesome bass 😎
562,Nikheel Tate,"I read a lot of positive reviews & trusted one plus brand name, but the product seems of no use. Have a noise in the background. Cant listen to songs on this at all. Someone said it has good connectivity with phones having Bluetooth 5.0 and above, my phone has BT 5.0, still unable to listen to songs correctly.",4.0 out of 5 stars,4,Big noise in the background always.
563,vj,Sometimes problem in connecting to laptop....Not in mobile.....sometimes have to stop driver forcefully and then start again to connect....,3.0 out of 5 stars,3,After using 1month
564,TOYAJ,"                    The media could not be loaded.                 Feel cheated cause even though they mention that you can toggle between two deviceUnlike the older version where they had an explicit button, this reverb edition does not have that button.You have to manually connect to devices everytime",2.0 out of 5 stars,2,Does not have toggle button
565,Divya,1 star because of Misleading information about Quick switch on its official website.Quick switch button removed on latest version. You will have to manually switch between two devices,1.0 out of 5 stars,1,No quick switch button or option. Planning to return
566,Bharat,"Works well only with oneplus phones.Dont buy.You wont get bass or loud sound using with laptop or other devices.If you buy any other brand, sound quality is same on all devices.",5.0 out of 5 stars,5,Avoid: Works well only on oneplus phones
567,PradeepKumar,"If you are looking for LOUD music this is not for you , my wife loves it  I find it too soft and cool .I use sennheiser my self.I would rate this as 5 full star",1.0 out of 5 stars,1,Faulty or bad
568,Vijay bhaskar,Charging speed and backup is plus point.Average bass only. Difficulty in switching to multiple devices. Better to go for normal edition (having swich button) instead of bass edition (no switch button and no bass),4.0 out of 5 stars,4,Good headphone with average bass
569,Sandeep H,It is very strange but it seems company try and put time lock in the device. I have bought 2 semilar device on which both of them stop working as soon as it cross 1 Year.. so beware.No complain on sound or call quality or physical quality it is owsome. But it looks like company make sure that device stop working post 1 year... #oneplus,2.0 out of 5 stars,2,Good product but seems company play time clock restriction on device
570,Danielle Fernandes,Pretty happy with the product. Here's my insight:Packaging: ExcellentProduct Quality: ExcellentBattery Life: 16.5 hrs (not 17 hrs)Connectivity: ExcellentBase: Above averageNoise Cancellation: Pretty goodSound Quality: ExcellentFast or Flash Charge: Accurate & Excellent,4.0 out of 5 stars,4,Worth the price!
571,Rukmini Singh,"Absolutely terrible experience, please do not buy from this retailer as the item.is defective. Bluetooth stopped working in less than 24 hours of arrival of product. There is no option to return but only to replace. Stay away from this retailer and save your money.",1.0 out of 5 stars,1,"Defective product, terrible experience."
572,Rajesh Kumar Upadhyay,Bought it for my son! He is very happybwith this product and he told me to give it 5 stars.,5.0 out of 5 stars,5,Worth buying
573,Akshat A.,"One plus earphones are just great. I used them for my regular calls on mobile, zoom etc and mic/audio quality is great. There is no lag at all.Design is also very good and its very lightweight.Battery backup is very good as they promised. It will roughly backup for 2 days.",5.0 out of 5 stars,5,Great Earphones
574,Ranjith,"Well Spotify provides high quality music, while listening to music and podcast if the headphone and mobile are near it feels smooth. If we move 6-7meter apart for phone, music starts to tear up. Iam using OnePlus 8Pro. May be if this headphone has aptX technology we won't have this problem. If your a listener of high quality music kindly go with aptX technology",4.0 out of 5 stars,4,Are you a Spotify listener?
575,Mahesh S,"I don’t know what is wrong in this product, I’m facing disturbance while listening to music . Looks something wrong in earbuds, the disturbance looks filter in earbuds is defective. I have requested for replacement there was no response for 2days. I have cancelled and raised replacement again its been more than 24hrs i haven’t get any update. I feel like I have wasted money by purchasing this. Deeply disappointed.",3.0 out of 5 stars,3,Disturbance in earbuds audio is not clear
